T000000001~1~2/11/2017~2/11/2017 2:24:00~2/11/2017 2:24:00~2/11/2017 2:24:00~2/11/2017 4:24:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000001~DES0000001
T000000002~2~30/05/2018~30/05/2018 4:48:00~30/05/2018 4:48:00~30/05/2018 4:48:00~30/05/2018 7:48:00~3:00:00~4:00:00~5:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000002~DES0000002
T000000003~3~16/11/2017~16/11/2017 7:12:00~16/11/2017 7:12:00~16/11/2017 7:12:00~16/11/2017 11:12:00~4:00:00~5:00:00~6:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000003~DES0000003
T000000004~4~31/05/2018~31/05/2018 9:36:00~31/05/2018 9:36:00~31/05/2018 9:36:00~31/05/2018 11:36:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000004~DES0000004
T000000005~5~7/06/2018~7/06/2018 12:00:00~7/06/2018 12:00:00~7/06/2018 12:00:00~7/06/2018 17:00:00~5:00:00~6:00:00~7:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000005~DES0000005
T000000006~6~1/07/2017~1/07/2017 14:24:00~1/07/2017 14:24:00~1/07/2017 14:24:00~1/07/2017 16:24:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000006~DES0000006
T000000007~7~25/03/2018~25/03/2018 16:48:00~25/03/2018 16:48:00~25/03/2018 16:48:00~25/03/2018 17:48:00~1:00:00~2:00:00~3:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000007~DES0000007
T000000008~8~29/05/2018~29/05/2018 19:12:00~29/05/2018 19:12:00~29/05/2018 19:12:00~29/05/2018 22:12:00~3:00:00~4:00:00~5:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000008~DES0000008
T000000009~9~14/06/2017~14/06/2017 21:36:00~14/06/2017 21:36:00~14/06/2017 21:36:00~14/06/2017 22:36:00~1:00:00~2:00:00~3:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000009~DES0000009
T000000010~10~23/01/2018~23/01/2018 2:24:00~23/01/2018 2:24:00~23/01/2018 2:24:00~23/01/2018 7:24:00~5:00:00~6:00:00~7:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000010~DES0000010
T000000011~11~26/10/2017~26/10/2017 4:48:00~26/10/2017 4:48:00~26/10/2017 4:48:00~26/10/2017 6:48:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000011~DES0000011
T000000012~12~19/07/2018~19/07/2018 7:12:00~19/07/2018 7:12:00~19/07/2018 7:12:00~19/07/2018 7:12:00~0:00:00~1:00:00~2:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000012~DES0000012
T000000013~13~7/07/2018~7/07/2018 9:36:00~7/07/2018 9:36:00~7/07/2018 9:36:00~7/07/2018 14:36:00~5:00:00~6:00:00~7:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000013~DES0000013
T000000014~14~15/11/2017~15/11/2017 12:00:00~15/11/2017 12:00:00~15/11/2017 12:00:00~15/11/2017 14:00:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000014~DES0000014
T000000015~15~1/02/2018~1/02/2018 14:24:00~1/02/2018 14:24:00~1/02/2018 14:24:00~1/02/2018 18:24:00~4:00:00~5:00:00~6:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000015~DES0000015
T000000016~16~19/08/2017~19/08/2017 16:48:00~19/08/2017 16:48:00~19/08/2017 16:48:00~19/08/2017 18:48:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000016~DES0000016
T000000017~17~27/12/2017~27/12/2017 19:12:00~27/12/2017 19:12:00~27/12/2017 19:12:00~27/12/2017 22:12:00~3:00:00~4:00:00~5:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000017~DES0000017
T000000018~18~17/07/2018~17/07/2018 21:36:00~17/07/2018 21:36:00~17/07/2018 21:36:00~17/07/2018 21:36:00~0:00:00~1:00:00~2:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000018~DES0000018
T000000019~19~18/07/2017~18/07/2017 2:24:00~18/07/2017 2:24:00~18/07/2017 2:24:00~18/07/2017 2:24:00~0:00:00~1:00:00~2:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000019~DES0000019
T000000020~20~18/04/2018~18/04/2018 4:48:00~18/04/2018 4:48:00~18/04/2018 4:48:00~18/04/2018 6:48:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000020~DES0000020
T000000021~21~2/04/2018~2/04/2018 7:12:00~2/04/2018 7:12:00~2/04/2018 7:12:00~2/04/2018 9:12:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000001~DES0000001
T000000022~22~27/08/2018~27/08/2018 9:36:00~27/08/2018 9:36:00~27/08/2018 9:36:00~27/08/2018 12:36:00~3:00:00~4:00:00~5:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000002~DES0000002
T000000023~23~17/10/2017~17/10/2017 12:00:00~17/10/2017 12:00:00~17/10/2017 12:00:00~17/10/2017 16:00:00~4:00:00~5:00:00~6:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000003~DES0000003
T000000024~24~13/09/2018~13/09/2018 14:24:00~13/09/2018 14:24:00~13/09/2018 14:24:00~13/09/2018 16:24:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000004~DES0000004
T000000025~25~4/07/2018~4/07/2018 16:48:00~4/07/2018 16:48:00~4/07/2018 16:48:00~4/07/2018 21:48:00~5:00:00~6:00:00~7:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000005~DES0000005
T000000026~26~10/12/2017~10/12/2017 19:12:00~10/12/2017 19:12:00~10/12/2017 19:12:00~10/12/2017 21:12:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000006~DES0000006
T000000027~27~13/07/2018~13/07/2018 21:36:00~13/07/2018 21:36:00~13/07/2018 21:36:00~13/07/2018 22:36:00~1:00:00~2:00:00~3:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000007~DES0000007
T000000028~28~11/11/2017~11/11/2017 2:24:00~11/11/2017 2:24:00~11/11/2017 2:24:00~11/11/2017 5:24:00~3:00:00~4:00:00~5:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000008~DES0000008
T000000029~29~27/08/2018~27/08/2018 4:48:00~27/08/2018 4:48:00~27/08/2018 4:48:00~27/08/2018 5:48:00~1:00:00~2:00:00~3:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000009~DES0000009
T000000030~30~5/08/2017~5/08/2017 7:12:00~5/08/2017 7:12:00~5/08/2017 7:12:00~5/08/2017 12:12:00~5:00:00~6:00:00~7:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000010~DES0000010
T000000031~31~28/10/2017~28/10/2017 9:36:00~28/10/2017 9:36:00~28/10/2017 9:36:00~28/10/2017 11:36:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000011~DES0000011
T000000032~32~24/05/2018~24/05/2018 12:00:00~24/05/2018 12:00:00~24/05/2018 12:00:00~24/05/2018 12:00:00~0:00:00~1:00:00~2:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000012~DES0000012
T000000033~33~25/07/2017~25/07/2017 14:24:00~25/07/2017 14:24:00~25/07/2017 14:24:00~25/07/2017 19:24:00~5:00:00~6:00:00~7:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000013~DES0000013
T000000034~34~6/08/2017~6/08/2017 16:48:00~6/08/2017 16:48:00~6/08/2017 16:48:00~6/08/2017 18:48:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000014~DES0000014
T000000035~35~7/04/2018~7/04/2018 19:12:00~7/04/2018 19:12:00~7/04/2018 19:12:00~7/04/2018 23:12:00~4:00:00~5:00:00~6:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000015~DES0000015
T000000036~36~27/02/2018~27/02/2018 21:36:00~27/02/2018 21:36:00~27/02/2018 21:36:00~27/02/2018 23:36:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000016~DES0000016
T000000037~37~4/12/2017~4/12/2017 2:24:00~4/12/2017 2:24:00~4/12/2017 2:24:00~4/12/2017 5:24:00~3:00:00~4:00:00~5:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000017~DES0000017
T000000038~38~21/02/2018~21/02/2018 4:48:00~21/02/2018 4:48:00~21/02/2018 4:48:00~21/02/2018 4:48:00~0:00:00~1:00:00~2:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000018~DES0000018
T000000039~39~3/07/2018~3/07/2018 7:12:00~3/07/2018 7:12:00~3/07/2018 7:12:00~3/07/2018 7:12:00~0:00:00~1:00:00~2:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000019~DES0000019
T000000040~40~19/09/2017~19/09/2017 9:36:00~19/09/2017 9:36:00~19/09/2017 9:36:00~19/09/2017 11:36:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000020~DES0000020
T000000041~41~2/04/2018~2/04/2018 12:00:00~2/04/2018 12:00:00~2/04/2018 12:00:00~2/04/2018 14:00:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000001~DES0000001
T000000042~42~26/05/2018~26/05/2018 14:24:00~26/05/2018 14:24:00~26/05/2018 14:24:00~26/05/2018 17:24:00~3:00:00~4:00:00~5:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000002~DES0000002
T000000043~43~27/08/2018~27/08/2018 16:48:00~27/08/2018 16:48:00~27/08/2018 16:48:00~27/08/2018 20:48:00~4:00:00~5:00:00~6:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000003~DES0000003
T000000044~44~26/03/2018~26/03/2018 19:12:00~26/03/2018 19:12:00~26/03/2018 19:12:00~26/03/2018 21:12:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000004~DES0000004
T000000045~45~17/12/2017~17/12/2017 21:36:00~17/12/2017 21:36:00~17/12/2017 21:36:00~18/12/2017 2:36:00~5:00:00~6:00:00~7:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000005~DES0000005
T000000046~46~15/01/2018~15/01/2018 2:24:00~15/01/2018 2:24:00~15/01/2018 2:24:00~15/01/2018 4:24:00~2:00:00~3:00:00~4:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000006~DES0000006
T000000047~47~16/02/2018~16/02/2018 4:48:00~16/02/2018 4:48:00~16/02/2018 4:48:00~16/02/2018 5:48:00~1:00:00~2:00:00~3:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000007~DES0000007
T000000048~48~20/01/2018~20/01/2018 7:12:00~20/01/2018 7:12:00~20/01/2018 7:12:00~20/01/2018 10:12:00~3:00:00~4:00:00~5:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000008~DES0000008
T000000049~49~28/02/2018~28/02/2018 9:36:00~28/02/2018 9:36:00~28/02/2018 9:36:00~28/02/2018 10:36:00~1:00:00~2:00:00~3:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT001~DEP0000009~DES0000009
T000000050~50~6/12/2017~6/12/2017 12:00:00~6/12/2017 12:00:00~6/12/2017 12:00:00~6/12/2017 17:00:00~5:00:00~6:00:00~7:00:00~Se envía el ticket~El trabajo es el esperado~Se finalizo el trabajo~MT002~DEP0000010~DES0000010
